app_id,reviewId,userName,score,content,thumbsUpCount,at,replyContent,repliedAt,appVersion,label_sentiment
id.diskominfo.nyarigawe,b9148f12-8ad3-485a-bc3c-662c1bd18e99,Muhamad Reza,5,apl nya bagus. masuk akal. misal yang ngasih reting nya buruk biasa nya itu buzzer apl samping. 📌,0,2025-12-20T15:11:49,,,1.0.0,1
id.diskominfo.nyarigawe,88e92eee-e333-4e11-b25d-ff3c1ea0b14c,Wahyu Yudi,1,susah amat mau masuk nya data dah bener bilang salah uninstal aja,0,2025-12-20T13:57:27,,,,0
id.diskominfo.nyarigawe,ed24367d-68bd-4500-a5ff-f847d2d175a0,Otik Setiawati,1,"APLIKASI APAAN GA BISA ISI DATA BARU JUGA MAU DAFTAR.,APLIKASI TOLOL",0,2025-12-20T13:54:01,,,1.0.0,0
id.diskominfo.nyarigawe,90581f13-6d5a-4627-a332-256347361e47,Aan Antoni,5,Semoga bermanfaat untuk Jawa Barat Istimewa,0,2025-12-20T10:40:24,,,1.0.0,1
id.diskominfo.nyarigawe,14885cbb-30bc-400c-a483-4417e0502633,Tri Bayu Laksono,1,kenapa otp tidak buat verif email. gbisa,0,2025-12-20T08:39:49,,,1.0.0,0
id.diskominfo.nyarigawe,3c8e0a80-78b8-4487-b01c-8f59266f4e39,ABCDE FGHIJ,1,"aplikasi burik,minta kode otp lewat email saja nunggunya 10 menit+itu pun ga muncul"" otp nya..sudah coba beberapa kali!!parah",0,2025-12-20T07:47:19,,,1.0.0,0
id.diskominfo.nyarigawe,f78440ea-0ac8-4063-9c1e-6675b141ebef,Neng Nina,5,maaf pak ternyata d lapangan masih banyak pungli buat masuk ke pabrik,0,2025-12-19T19:21:17,,,1.0.0,1
id.diskominfo.nyarigawe,d838fa25-4da4-4404-bb5b-f498583c3d0c,Indramayu Sejati,5,apk gk jelas,0,2025-12-17T12:47:33,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-17T09:07:06,1.0.0,1
id.diskominfo.nyarigawe,21b4e012-5f39-4182-99d2-96d13f5fb2b6,Krisnandi Salvezian Sadhalie C H R I S S,1,kalian kali nyari kerjaan disini hanya buang² memori hp doang.,0,2025-12-17T11:56:20,,,1.0.0,0
id.diskominfo.nyarigawe,3a547b2a-707b-48b0-9743-c53963f3ffb8,Muhammad Lutfi,5,kenapa ga bisa upload paklaeing... malah minta izinkan aplikasi.. padahal di aplikasi nya SDH diizinkan,0,2025-12-16T15:23:49,"""Buka Pengaturan HP Android >> Pilih ""Aplikasi"" / ""Apps"""" >> Cari dan tap ""Nyari Gawe"" >>Pilih ""Izin"" atau ""Permissions"">>Cari ""Penyimpanan"" atau ""Storage"" atau ""Media"" >>Ubah ke ""Izinkan"""" atau ""Allow""
Untuk Android 13 ke atas:>>Cari izin khusus:>>""Foto dan Video""/""Photos and Videos"" >>""Media dan Files""
Pastikan diset ke ""Allow""/""Izinkan semua""",2025-12-16T17:11:31,1.0.0,1
id.diskominfo.nyarigawe,6512b877-26b0-46f0-aad5-9365df42cfa8,oki ismanto,1,sudah daftar tpi login gatal terus jelek,0,2025-12-15T08:45:24,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T15:08:48,1.0.0,0
id.diskominfo.nyarigawe,47a2c821-29cd-40a2-9770-027aa4b25a3a,Blue Light,5,saya tau aplikasi ini di BPK kdm,0,2025-12-15T07:12:40,Terima Kasih atas saran dan masukannya wargi,2025-12-15T15:08:30,,1
id.diskominfo.nyarigawe,94568541-18cb-4d45-a12e-a906de94c75c,Hillman. Nnjb,5,sangat bermanfaat,0,2025-12-14T19:51:36,Terima Kasih atas saran dan masukannya wargi,2025-12-15T15:08:13,,1
id.diskominfo.nyarigawe,616e0fdc-4ffa-4c36-bf5d-00c77df15345,Aip Sohibudin,5,huhuuu di wartosan pa dedii sugan we aya miliknna😂,0,2025-12-13T16:30:06,Terima Kasih atas saran dan masukannya wargi,2025-12-15T15:06:42,1.0.0,1
id.diskominfo.nyarigawe,d81a4e5e-fd08-482c-b5b9-9310fcca27ae,Den Lesmana,2,pas daftar akun sudah 2 kali ganti email kode OTP tidak muncul- muncul sampai sekarang,0,2025-12-13T09:08:39,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T15:06:09,1.0.0,0
id.diskominfo.nyarigawe,f9848524-82af-4684-9937-7606e24bf5b3,Yogie Erlangga,5,Trimakasih pak/bu,0,2025-12-12T11:36:55,Terima Kasih atas saran dan masukannya wargi,2025-12-15T15:04:19,1.0.0,1
id.diskominfo.nyarigawe,3973d62a-2a6e-4369-9755-95f3ccc498ec,Suwandi Untung,1,susah ganti password yang lupa. nomer yang saya masukan salah terus padahal bener,0,2025-12-12T08:38:35,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T15:03:30,1.0.0,0
id.diskominfo.nyarigawe,46110119-6261-46c2-b881-8a8ec135561d,Ais Bontot08,1,"aplikasinya tidak bermutu,saya sudah dowload,dan masuk ke aplikasi tapi selalu gagal,tulisanya priksa flafraum,padahal isi data datanya uda benar,ini harus di laporin ama kdm ini.",0,2025-12-11T21:53:16,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T15:03:16,,0
id.diskominfo.nyarigawe,3bc7884e-e917-4bda-81d4-b214cd5f9216,Iqbal Ardiansah,1,"teing nepi teuing hente lamaran ka HRD na ,upload jpg hese pisan kunaon euy ,loker na saeutik jeng loloba na min D3 karunya anu lulusan SMA.",0,2025-12-11T17:07:32,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T15:02:09,1.0.0,0
id.diskominfo.nyarigawe,71d3b52a-cb17-48f4-af45-c4dbc3d3efa8,Fuji Kadit,2,pilihan perusahaan masih minim kebanyakan CV kalau untuk PT sedikit.. apalagi untuk melamar menjadi PNS.atau ASN juga tidak ada .. satu pertanyaan (kita yang lamar atau perusahaan yang lamar ) berapa persentase pelamar yang di terima melalui aplikasi ini. tolong di kembangkan lagi dan di edukasi lagi prihal informasi dan system nya.,0,2025-12-11T14:16:24,Terima Kasih atas saran dan masukannya wargi,2025-12-15T15:01:47,1.0.0,0
id.diskominfo.nyarigawe,aa7d926e-ab3c-4d65-b38b-3e57ad6a0bee,Sendi Kurniawan,1,gaada buat lulusan sma..,0,2025-12-10T19:23:42,"Terima Kasih atas saran dan masukannya wargi, untuk informasi lowongan kerja mudah mudahan ada yang sesuai dengan ijazah yang dimiliki",2025-12-15T15:01:06,,0
id.diskominfo.nyarigawe,5ec4bb27-2501-4bee-bf64-2d81c4226d0a,Ali Nurdin,4,"susah y klau lulusan MA doang,walaupun pengalaman setumpuk, rata² D1 keatas.",0,2025-12-10T14:18:22,"Terima Kasih atas saran dan masukannya wargi, untuk informasi lowongan kerja mudah mudahan ada yang sesuai dengan ijazah yang dimiliki",2025-12-15T15:00:50,1.0.0,1
id.diskominfo.nyarigawe,18205869-9d85-4072-be6f-b9b340be48e2,Dreadens,1,"sesuai jeung ngaran aplikasi na Nyari Gawe, nepi ka ayeuna masih keneh tetep nyari gawe, da can aya gawean. ngalamar gawe ti bulan oktober nepi ayeuna Desember nyangkut we terus status na, di tolak hanteu di riview ge hanteu. ciga lowongan formalitas hungkul, padahal teu butuh pegawe.",0,2025-12-10T11:27:00,Terima Kasih atas saran dan masukannya wargi,2025-11-21T09:37:58,1.0.0,0
id.diskominfo.nyarigawe,c62095fa-77b9-446e-9ed9-01d89e9a2944,Muhammad Lukman Ismail,1,"KENAPA SAYA TIAP MAU LOGIN SELALU TIDAK BISA DENGAN KENDALA ""EMAIL ATAU PASWORD SALAH"" PADAHAL SUDAH BENAR, SAYA SUDAH PULUHAN KALI GANTI PASWORD DENGAN YANG BARU TETAPI TETAP SAJA TIDAK BISA LOGIN DENGAN KENDALA YANG SAMA, SAYA JUGA SUDAH MENGIRIM LAKPORKAN KENDALA TATAPI TETAP TIDAK ADA RESPON, DAN SAAT MAU MEMBUAT AKUN BARU HARUS UBAH NIK, JADI SOLUSI NYA GIMANA KALO GAK BISA LOGIN GINI??? MAAF SAYA KASIH BINTANG 1 DLU KARENA BELUM ADA FIKS DARI APKNYA",0,2025-12-10T06:54:44,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T14:59:11,1.0.0,0
id.diskominfo.nyarigawe,b41ab453-0c5b-403f-9067-f140895ba3ac,Rury Pangestu,1,aplikasi masih mentah,0,2025-12-10T01:42:42,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T14:58:47,1.0.0,0
id.diskominfo.nyarigawe,1b8a7960-6779-4a60-a0b8-ee55a45bcd80,Projek Sipil,1,aplikasi tidak berguna. perusahan buka loker disini hanya formalitas saja. terus lagi pendidikan nya tinggi². apa tidak bisa cukup pake KTP dan skil/kemampuan di bidang tertentu. gaji UMR tetapi masih aja sistem ribet walaupun pake aplikasi tidak memberikan kemudahan ke pihak pencari loker.,0,2025-12-09T21:55:13,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T14:58:24,1.0.0,0
id.diskominfo.nyarigawe,15ce18fd-2ee6-44f2-8c82-cb14f7548dc1,Mugie,1,Padahal KDM rekomendasi nyari kerja disini tapi mana hasilnya,0,2025-12-09T14:35:55,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T14:57:58,1.0.0,0
id.diskominfo.nyarigawe,8292f2ef-52ba-4d57-841f-623552e5b46e,Yulia Nur Anisah,2,"mohon izin, untuk upload foto mohon evaluasi lagi, pas pembuatan cv kok fotonya malah ilang padahal sinyal bagus🙏",0,2025-12-09T08:12:23,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T14:57:13,1.0.0,0
id.diskominfo.nyarigawe,58c7ac9e-5127-4243-9770-5e6315254cc1,Agit Kholif,1,aplikasi ga jelas pencaker Jawa Tengah kaga boleh daftar di perusahaan Bekasi najis najis,0,2025-12-09T07:37:03,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki, untuk saat ini aplikasi diprioritaskan untuk warga jawa barat",2025-12-15T14:57:02,1.0.0,0
id.diskominfo.nyarigawe,beee6c7d-99ea-4deb-9d5d-667d3dc0ccc2,ihsan nugraha,1,micenan anggaran hungkul aplikasi naon iyeu? cik atuh nu baleg nyieun aplikasi teh wargi nu babari persyaratana di hargai sakabèh ijazah atuh!,0,2025-12-08T15:08:14,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T14:56:20,,0
id.diskominfo.nyarigawe,a4fc13b5-bf93-407d-9be8-e26d3e19ea12,Syaukani Yuki,1,"BUG NYA DARI DULU, MAU SAMPAI KAPAN DI PERBAIKI!! GAK BISA UPLOAD BERKAS TERUTAMA DARI FILE MANAGER SUSAH BANGET INI BUAT UPLOAD!!!",0,2025-12-08T10:57:47,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T14:56:01,1.0.0,0
id.diskominfo.nyarigawe,615bc3a9-676a-4737-baac-68a7c6d30ff7,Redmi A3,4,umur dibatasi maksimal ?,0,2025-12-07T11:03:37,izin wargi untuk usia maksimal dikembalikan kepada tiap perusahaan pada saat membuka lowongan pekerjaan,2025-12-15T14:55:48,,1
id.diskominfo.nyarigawe,a6ff62a5-461e-4eb5-83cf-aa051e879c4c,Official pps Elang terbang,1,"aplikasi nya sih bagus... cuma untuk lowongan kerja lebih bnyak daerah purwakarta, daerah bogor dan depok sedikit bgt cma ada 2 atau 3... ditambah spesifikasinya tinggi lulusan D3 dan S1, tdk dlihat dr skill atau kemampuan, tp dlihat dr status latar belakang pendidikan... payah bgt, harus di perbaiki lagi",0,2025-12-07T10:42:37,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T14:54:58,1.0.0,0
id.diskominfo.nyarigawe,6c6f3978-49aa-4403-bfa2-cd1fb20a73a8,Good People,2,"harus selalu login ulang tiap buka aplikasi dan belum bisa pake sidik jari, di bagian pengalaman dan beberapa lainnya dikategorikan wajib jadi rada susah buat lulusan baru, daftar pekerjaan itu selalu ditampilkan hanya 10 saja setiap pencarian maupun saran,",12,2025-12-07T09:06:18,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T14:54:48,1.0.0,0
id.diskominfo.nyarigawe,60fa3ea1-b79a-4715-9788-27749d96f23e,Traa STRES,5,"saya baru mau daftar akan tetap kode Verifikasinya tidak ada,saya sudah menggunakan email yg lain akan tetapi sama aja tidak ada kode Verifikasi",0,2025-12-06T21:57:40,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T14:54:03,,1
id.diskominfo.nyarigawe,070b0d67-d32f-419a-a4f5-f06814a05906,Harun Adityansyah,1,"Kode OTP nya ga masuk, padahal alamat email udah 100% bener.",0,2025-12-05T18:44:55,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T14:52:44,1.0.0,0
id.diskominfo.nyarigawe,7e5e13bb-ae15-4cf0-8592-c6190f068007,Akhmad Fazar Syah,1,"kasih bintang 1 dulu, verifikasi emailnya kelamaan",0,2025-12-05T18:08:38,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-15T14:52:36,1.0.0,0
id.diskominfo.nyarigawe,ca3333fe-4f19-47a1-bc6e-5aea7fee981a,Ono Hombing,5,sangat membantu masyarakat jabar,0,2025-12-04T23:44:05,Terima Kasih atas saran dan masukannya wargi,2025-12-05T08:35:20,1.0.0,1
id.diskominfo.nyarigawe,7dcbd255-e590-4ded-b0a3-34f23e2d9333,Adibil Muhtar,2,tolong filtur NIK bisa diganti NIK saya salah dan tidak bisa diganti tolong perbaiki filturnya maklum salah ngetik ajh....,0,2025-12-04T23:20:26,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-05T08:35:37,1.0.0,0
id.diskominfo.nyarigawe,cd394d98-4daf-4619-b705-5492e6f9dc5b,Alwi Alwiansyah,5,Bismillahirrahmanirrahim saya kasih bintang dulu aja semoga rejeki berkarier untuk menunjang kebutuhan keluarga dapet disini Aamiin,0,2025-12-04T18:17:28,Terima Kasih atas saran dan masukannya wargi,2025-12-05T08:35:50,1.0.0,1
id.diskominfo.nyarigawe,8b5d5e40-ad9d-411b-96bb-06e2dac6567b,Denda leo restie,1,"memproses datanya sangat lama, tidak kunjung selesai.",0,2025-12-04T13:38:38,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-05T08:35:59,1.0.0,0
id.diskominfo.nyarigawe,de37a90e-52ac-438d-a5d4-9e24ee65acc2,Saepul Rohman,1,cara daftar nya susah memasukan nomernya selalu ga bisa terus,0,2025-12-04T09:54:43,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-05T08:36:07,1.0.0,0
id.diskominfo.nyarigawe,7ca6d68c-49c2-481b-a72c-f9dbd48737ec,Tomi Saja,2,"terimakasih sebelumnya sudah memudahkan pencaker, tapi saya heran di persyaratan atas usia sampai umur 22 dideskripsi bawah usia sampe 27 pas di apply tidak bisa. maaf perbaiki lg agar lebih jelas, dan pengalaman harus 3 tahun sebelum 3 tahun tidak bisa apply. kadang membuat gedek sudah bersyukur nemuin loker pas di apply tidak bisa. mohon maaf sebelumnya dan trimakasih.",0,2025-12-04T09:21:45,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-05T08:36:17,1.0.0,0
id.diskominfo.nyarigawe,34585563-95ee-46e9-ae3f-3121f0be2487,Dani Kurniawan,1,mau daftar pas foto KTP langsung HP otomatis muncul blitz jadi nya hasilnya gagal terus,0,2025-12-03T23:17:33,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-05T08:36:24,1.0.0,0
id.diskominfo.nyarigawe,ac172d5f-ec23-4aa4-bf72-18b0289603e9,Muhammad Bombom,1,Lowongan nya cuma ada 10 aja ni?,0,2025-12-03T19:14:32,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-05T08:36:31,1.0.0,0
id.diskominfo.nyarigawe,6347cae9-7668-4695-a282-7dc94360506f,Sofwan Rofiq,1,untuk kecamatan nya blum kumplit,0,2025-12-03T15:00:31,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-05T08:37:15,1.0.0,0
id.diskominfo.nyarigawe,6d15ccc0-f652-4de6-aa7b-b28a4799d3a6,Rizky Fauzi,2,"Ya ampun,pdahal tadinya mau download tapi kok liat rating sama ulasannya miris banget ya, lain kali aja deh download nya. semoga kedepannya diperbaiki lagi ya kekurangannya.",0,2025-12-03T09:17:50,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-05T08:37:24,1.0.0,0
id.diskominfo.nyarigawe,85c92d36-838c-40a6-a7aa-7e9cf4029833,Abu Yani Majed,5,sangat bagus sekali dan sangat membantu,0,2025-12-03T06:17:09,Terima Kasih atas saran dan masukannya wargi,2025-12-03T08:03:12,1.0.0,1
id.diskominfo.nyarigawe,cf1f39aa-c992-4e90-8588-abc818070191,Uciha,1,"duh apa ini nyari gawe apa digawein untuk install,ga jelas aplikasi payah",0,2025-12-02T12:40:58,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-03T08:03:37,1.0.0,0
id.diskominfo.nyarigawe,d51d282d-0bc5-4343-af26-4bc69ac25af3,SOUTH GIM,5,"sangat membantu, tapi tolong diperbaiki riwayat log in. waktu masuk aplikasi harus ketik ulang email dan passwordnya. mungkin bisi dibikin login pakai sidik jari atau riwayat log in bisa tersimpan otomatis",0,2025-12-02T08:44:23,Terima Kasih atas saran dan masukannya wargi,2025-12-02T08:37:12,1.0.0,1
id.diskominfo.nyarigawe,cdbe7d70-180d-4912-a358-d7dfcf4244f0,libraryfox,4,"menurut aku si udah bagus tapi tolong untuk alamat tambahin domisilinya jangan ngambil dari ktp soalnya saya ktp kuningan tapi tinggal dan sudah hidup lama di Cirebon. tolong perbanyak lagi perusahaan yang menggunakan aplikasi gawe agar loker semakin banyak, satu lagi kenapa setiap masuk apk harus login lagi apakah ini keamanan atau bug?, saran saya sih di buat jangan login lagi supaya ga ribet. trimakasih.",0,2025-12-02T07:50:05,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-02T08:31:37,1.0.0,1
id.diskominfo.nyarigawe,bcc816a5-1e04-49d2-addd-11008f70db3d,Ondi,5,Baguss,0,2025-12-01T20:50:43,Terima Kasih atas saran dan masukannya wargi,2025-12-02T08:31:52,1.0.0,1
id.diskominfo.nyarigawe,3da64be0-39b7-4082-911a-3ad787a5efea,Ntry Ale Ale,1,untuk Kode OTP ke email nya lama hampir 1 jam gak muncul muncul,0,2025-11-30T20:16:06,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-02T08:32:21,1.0.0,0
id.diskominfo.nyarigawe,4fbff55d-d39b-4d17-b21b-715efbb09017,wawan wansopan03,5,oke,0,2025-11-30T19:23:10,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-02T08:32:27,,1
id.diskominfo.nyarigawe,2c9d8695-0c42-4f50-be0c-d9c253de9136,babang kejo,1,"Aneh buka loker nya manager semua emg tiap bulan manager harus ganti yaa ,perusahaan ngasih loker kaya sekedar formalitas aja aneh",0,2025-11-30T18:41:11,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-02T08:32:44,1.0.0,0
id.diskominfo.nyarigawe,f4fa754b-b59f-4741-9868-f06f0ee7f7f5,Budi Ana,5,"kecamatan,kelurahan desa rancaudik belum ada dan belum lengkap dan verifikasi terlalu lama nungguin nya sngt kacau",0,2025-11-30T18:32:18,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-02T08:32:52,1.0.0,1
id.diskominfo.nyarigawe,4c146187-1f84-44a5-97af-3059aaa5e4d0,gustiana Kapdhul,1,"kenapa kode otp tidak ada mulu, tolong",0,2025-11-30T17:22:55,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-02T08:33:02,1.0.0,0
id.diskominfo.nyarigawe,425b8a6d-c5fd-4fa2-8010-ad34c1dbe138,Saadah achyar,1,Tidak Bisa Upload CV/Dokumen Padahal Itu Permintaan dr aplikasi agar mempermudah Tapi malah tdk bsa upload tolong perbaiki & di adakan Live Chat Atau Bantuan Untuk Pertanyaan Bagi operator TERIMAKASIH,1,2025-11-30T16:24:54,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-02T08:33:31,1.0.0,0
id.diskominfo.nyarigawe,e464048e-d635-4deb-b8a1-12a8c96f180d,Aa Gazareksa,1,"Dari awal aplikasi diluncurkan sampai sekarang, Alhamdulillah tidak yang ada panggilan kerja. Padahal tiap hari melamar kerja dan tidak ada feedback dari perusahaan yang dilamar. Selain itu ngisi data diri dan yang lain2 sangat ribet, terlalu banyak yang dilampirkan. Kerja di Indo syarat2nya kyk mau kerja gaji 30jt/bln dan beda luar negri cukup ktp dan cv saja. Modal membuat lamaran fisik jg cukup besar untuk rakyat biasa dikalikan berapa lamaran utk bbrp perusahaan. Miriiiss Indo yg kaya raya",2,2025-11-30T14:46:43,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-02T08:33:49,1.0.0,0
id.diskominfo.nyarigawe,ddecd8e8-cefc-4396-8713-3e28f73cc0f6,Febda Ramdani,2,kode Verifikasi otp gak muncul muncul di e-mail padahal e-mail yang di cantumkan udah benar🥲,1,2025-11-29T22:48:37,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-02T08:33:57,1.0.0,0
id.diskominfo.nyarigawe,cdb98226-cdbd-4cbb-8c82-c82f650c2e5d,Ratu sanca,5,apk ini sangat membantu.. saya berharap semua perusahaan bisa meng update setiap lowongan ke apk ini. supaya mempermudah pelamar.,0,2025-11-29T20:17:57,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-02T08:34:05,1.0.0,1
id.diskominfo.nyarigawe,ffbd9f2a-3b19-4624-bd76-bd6d66330160,Shalma Farah,1,"REAL COMMENT YA! INI APLIKASI BENER2 GAK JELAS. AKU PENGGUNA 2 BULAN+ TAPI APLIKASI TIDAK MEMBANTU SAMA SEKALI. PENGISIAN DATA TERLALU BANYAK, NGELAMAR KERJA GAK PERNAH ADA PROGRES SAMPAI MANA2NYA, APLIKASI YANG MENYULITKAN PENGGUNAAN. SANGAT JAUH DIKATA LAYAK!!",0,2025-11-27T22:20:26,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-02T08:34:14,1.0.0,0
id.diskominfo.nyarigawe,3ea784f0-424a-47e0-b2ee-1ee79b78b854,Carma Suparman,4,pak admin saya cari lowongan BYD ko ga ketemu link nya kenapa ya? informasinya melamar lewat apk nyari gawe di cari di pencarian ko ga ada???,0,2025-11-27T20:55:49,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-02T08:34:30,1.0.0,1
id.diskominfo.nyarigawe,2973bcfa-9a11-4358-a286-8787a85838c9,Fauzi Akbar,1,"aplikasi apaan ini ktanya jabar istimewa tapi info loker nya kapal cumi yg smua orang tau kapal cumi banyak yg ilegal dan lowongan dlm aplikasi hanya sdikit paling 10 loker ajah , saya kira ini aplikasi tidak wort sih, saya nyoba kirim lamaran udh sbulan lebih, pas saya liat lg status lamar nya 🤣 boro² di lihat deh minimal inimah buset 🤣 auto hapus ajh sih aplikasinya kyanya ga guna mnurut saya 🙏",0,2025-11-27T18:41:59,"Terima Kasih atas saran dan masukannya wargi,Keluhannya akan kami segera perbaiki",2025-12-02T08:34:44,1.0.0,0
